Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Gohir.A03G189600	Gohir.A03G037725	Gohir.A03G118700	Gohir.A03G165100	Gohir.A07G060900	Gohir.A03G165700	Gohir.A03G165100	Gohir.A03G145400	Gohir.A03G166000	Gohir.A07G060900	Gohir.A03G160900	Gohir.A03G022800	Gohir.A03G179200	Gohir.A10G068900		Gohir.A07G060900	Gohir.A08G203600	Gohir.A11G179400	Gohir.A03G114000	Gohir.A07G208700	Gohir.A13G008200	Gohir.A10G076700	Gohir.A06G070900	Gohir.A03G106900	Gohir.A08G014500							Gohir.A08G018000		Gohir.A08G174700	Gohir.A08G087800	Gohir.A08G221638	Gohir.A01G226400	Gohir.A09G230900	Gohir.A07G215301	Gohir.A07G179000			Gohir.A05G350800	Gohir.A08G046200	Gohir.A10G235100		Gohir.A11G180828					Gohir.A02G060400		Gohir.A01G125400	Gohir.A08G018000	
Gohir.A03G124438	Gohir.A03G097501	Gohir.A03G011600	Gohir.A03G170800	Gohir.A07G102200	Gohir.A03G022800	Gohir.A03G170800	Gohir.A03G111600	Gohir.A03G177100	Gohir.A07G102200	Gohir.A03G184400	Gohir.A03G206700	Gohir.A07G047400	Gohir.A10G133700		Gohir.A07G102200	Gohir.A06G183700	Gohir.A11G201300	Gohir.A07G050200	Gohir.A07G170100	Gohir.A13G007800	Gohir.A05G250100	Gohir.A05G028600	Gohir.A03G149700	Gohir.A08G117200							Gohir.A08G029300		Gohir.A09G248300	Gohir.A08G104500	Gohir.A08G142600	Gohir.A01G090000	Gohir.A09G000037	Gohir.A07G118700	Gohir.A07G028825			Gohir.A05G306500	Gohir.A06G138900	Gohir.A10G016700		Gohir.A11G223950							Gohir.A01G093200	Gohir.A08G029300	
Gohir.A03G000026	Gohir.A03G105000	Gohir.A03G183300	Gohir.A03G022800	Gohir.A07G171700	Gohir.A03G188700	Gohir.A03G022800	Gohir.A03G164100	Gohir.A03G073600	Gohir.A07G171700	Gohir.A03G106900	Gohir.A03G040700	Gohir.A07G076200	Gohir.A05G112501		Gohir.A07G171700	Gohir.A06G009600	Gohir.A11G319600	Gohir.A07G143600	Gohir.A07G229900	Gohir.A13G194800	Gohir.A05G345872	Gohir.A05G097400	Gohir.A03G129100	Gohir.A08G070700							Gohir.A06G169500		Gohir.A09G043900	Gohir.A08G221638	Gohir.A08G081800	Gohir.A12G238200	Gohir.A09G003000	Gohir.A07G054300	Gohir.A07G089500			Gohir.A05G039100	Gohir.A05G079200	Gohir.A10G038600		Gohir.A11G164200							Gohir.A01G092000	Gohir.A06G169500	
Gohir.A03G153000	Gohir.A03G146000	Gohir.A03G040001	Gohir.A03G206700	Gohir.A11G223000	Gohir.A03G040700	Gohir.A03G206700	Gohir.A03G104200	Gohir.A03G186600	Gohir.A11G223000	Gohir.A03G193600	Gohir.A03G166000	Gohir.A07G045466	Gohir.A05G237100		Gohir.A11G223000	Gohir.A06G041400	Gohir.A11G124601	Gohir.A07G097600	Gohir.A07G176600	Gohir.A13G206900	Gohir.A05G083000	Gohir.A05G345000	Gohir.A03G191600	Gohir.A08G029700							Gohir.A06G091700		Gohir.A04G118600	Gohir.A08G142600	Gohir.A08G002100	Gohir.A02G074600	Gohir.A09G171700	Gohir.A07G034772	Gohir.A07G209400			Gohir.A05G119300	Gohir.A05G143600	Gohir.A10G069300		Gohir.A11G301900							Gohir.A01G069800	Gohir.A06G091700	
Gohir.A03G216400	Gohir.A03G165100	Gohir.A03G145400	Gohir.A03G040700	Gohir.A11G179400	Gohir.A03G166000	Gohir.A03G040700	Gohir.A03G033266	Gohir.A03G078300	Gohir.A11G179400	Gohir.A03G214500	Gohir.A03G177100	Gohir.A07G128800	Gohir.A05G398300		Gohir.A11G179400	Gohir.A06G121700	Gohir.A08G128100	Gohir.A07G208700	Gohir.A07G022136	Gohir.A01G001400	Gohir.A05G250200	Gohir.A05G043400	Gohir.A03G106000	Gohir.A10G195600							Gohir.A06G150500		Gohir.A04G116800	Gohir.A08G081800	Gohir.A08G009500	Gohir.A02G056300	Gohir.A09G000300	Gohir.A07G034100	Gohir.A07G065900			Gohir.A13G077100	Gohir.A05G131700	Gohir.A05G248600		Gohir.A11G160700							Gohir.A12G173400	Gohir.A06G150500	
Gohir.A03G143400	Gohir.A03G165700	Gohir.A03G111600	Gohir.A03G166000	Gohir.A11G201300	Gohir.A03G177100	Gohir.A03G166000	Gohir.A03G106900	Gohir.A03G050300	Gohir.A11G201300	Gohir.A03G137900	Gohir.A03G073600	Gohir.A11G294700	Gohir.A05G274500		Gohir.A11G201300	Gohir.A10G126200	Gohir.A08G051700	Gohir.A07G009900	Gohir.A11G012800	Gohir.A01G020500	Gohir.A09G122800	Gohir.A05G097300	Gohir.A03G058201	Gohir.A10G063600							Gohir.A10G140300		Gohir.A13G079900	Gohir.A08G002100	Gohir.A06G134004		Gohir.A04G004500	Gohir.A07G164856	Gohir.A07G162350			Gohir.A13G016100	Gohir.A05G087400	Gohir.A05G032800		Gohir.A08G014500							Gohir.A02G058800	Gohir.A10G140300	
Gohir.A03G010701	Gohir.A03G170800	Gohir.A03G164100	Gohir.A03G177100	Gohir.A11G165700	Gohir.A03G073600	Gohir.A03G177100	Gohir.A03G149700	Gohir.A03G168700	Gohir.A11G165700	Gohir.A03G056700	Gohir.A03G022600	Gohir.A11G109100	Gohir.A05G199800		Gohir.A11G165700	Gohir.A10G054500	Gohir.A08G208600	Gohir.A07G170100	Gohir.A11G097900	Gohir.A01G138200	Gohir.A13G030700	Gohir.A04G099300	Gohir.A03G044900	Gohir.A10G242100							Gohir.A10G216000		Gohir.A13G053526	Gohir.A08G009500	Gohir.A10G109400		Gohir.A04G134500	Gohir.A07G108950	Gohir.A07G173466			Gohir.A13G141700	Gohir.A04G001100	Gohir.A05G150200		Gohir.A08G117200								Gohir.A10G216000	
Gohir.A03G108133	Gohir.A03G022800	Gohir.A03G216800	Gohir.A03G073600	Gohir.A11G321400	Gohir.A03G039400	Gohir.A03G073600	Gohir.A03G114100	Gohir.A03G150000	Gohir.A11G321400	Gohir.A03G147200	Gohir.A03G186600	Gohir.A08G146600	Gohir.A09G230900		Gohir.A11G321400	Gohir.A10G064800	Gohir.A06G055500	Gohir.A07G229900	Gohir.A11G313700	Gohir.A01G206400	Gohir.A13G174600	Gohir.A04G099400	Gohir.A03G067600	Gohir.A10G067100							Gohir.A10G243050		Gohir.A13G053470	Gohir.A06G211100	Gohir.A05G274800		Gohir.A13G072000	Gohir.A11G060800	Gohir.A07G202600			Gohir.A01G022000	Gohir.A13G024300	Gohir.A05G380700		Gohir.A08G123000								Gohir.A10G243050	
Gohir.A03G009000	Gohir.A03G206700	Gohir.A03G053500	Gohir.A03G022600	Gohir.A11G224218	Gohir.A03G186600	Gohir.A03G022600	Gohir.A03G129100	Gohir.A03G049900	Gohir.A11G224218	Gohir.A03G005000	Gohir.A03G116200	Gohir.A08G174700	Gohir.A09G000037		Gohir.A11G224218	Gohir.A10G013900	Gohir.A06G033500	Gohir.A07G176600	Gohir.A11G133900	Gohir.A01G185740	Gohir.A01G197000	Gohir.A13G208400	Gohir.A03G066700	Gohir.A05G250400							Gohir.A10G126900		Gohir.A12G193350	Gohir.A06G012700	Gohir.A05G358400		Gohir.A13G193100	Gohir.A11G214500	Gohir.A07G015800			Gohir.A02G110900	Gohir.A13G128600	Gohir.A05G167500		Gohir.A08G070700								Gohir.A10G126900	
Gohir.A03G010400	Gohir.A03G188700	Gohir.A03G160900	Gohir.A03G186600	Gohir.A11G319600	Gohir.A03G208200	Gohir.A03G186600	Gohir.A03G070000	Gohir.A03G129300	Gohir.A11G319600	Gohir.A03G045600	Gohir.A03G110300	Gohir.A09G248300	Gohir.A09G000300		Gohir.A11G319600	Gohir.A05G100100	Gohir.A06G126800	Gohir.A07G128700	Gohir.A11G308400	Gohir.A12G033300	Gohir.A02G148000	Gohir.A13G208500	Gohir.A03G159000	Gohir.A05G412000							Gohir.A05G026400		Gohir.A12G222000	Gohir.A06G134004	Gohir.A05G298900		Gohir.A01G078100	Gohir.A11G258500	Gohir.A07G014066				Gohir.A01G119400	Gohir.A09G113900		Gohir.A08G221630								Gohir.A05G026400	
Gohir.A03G036900	Gohir.A03G040700	Gohir.A03G184400	Gohir.A03G116200	Gohir.A11G124601	Gohir.A03G078300	Gohir.A03G116200	Gohir.A03G199300	Gohir.A03G053920	Gohir.A11G124601	Gohir.A03G011200	Gohir.A03G076600	Gohir.A09G043900	Gohir.A04G004500		Gohir.A11G124601	Gohir.A05G223400	Gohir.A06G150933	Gohir.A07G022136	Gohir.A11G313600	Gohir.A02G112400		Gohir.A01G140800	Gohir.A03G158600	Gohir.A05G380200							Gohir.A05G223700		Gohir.A12G213200	Gohir.A10G081300	Gohir.A05G192200		Gohir.A01G037200	Gohir.A11G138700	Gohir.A11G188100				Gohir.A01G162700	Gohir.A04G112800		Gohir.A06G112700								Gohir.A05G223700	
Gohir.A03G184700	Gohir.A03G166000	Gohir.A03G104200	Gohir.A03G110300	Gohir.A08G205100	Gohir.A03G050300	Gohir.A03G110300	Gohir.A03G191600	Gohir.A03G049500	Gohir.A08G205100	Gohir.A03G172800	Gohir.A03G078300	Gohir.A04G118600	Gohir.A04G134500		Gohir.A08G205100	Gohir.A05G030500	Gohir.A10G089600	Gohir.A07G068700	Gohir.A11G183200			Gohir.A01G133300	Gohir.A03G102700	Gohir.A05G008300							Gohir.A09G196200		Gohir.A12G124100	Gohir.A10G109400	Gohir.A05G250800		Gohir.A12G152600	Gohir.A11G329900	Gohir.A11G146100				Gohir.A12G148801	Gohir.A04G050200		Gohir.A06G090600								Gohir.A09G196200	
Gohir.A03G108500	Gohir.A03G177100	Gohir.A03G033266	Gohir.A03G076600	Gohir.A08G128100	Gohir.A03G168700	Gohir.A03G208200	Gohir.A03G106000	Gohir.A03G174100	Gohir.A08G128100	Gohir.A03G161000	Gohir.A03G050300	Gohir.A04G116800	Gohir.A13G193100		Gohir.A08G128100	Gohir.A05G028300	Gohir.A10G000100	Gohir.A11G196900	Gohir.A11G048600			Gohir.A12G001600	Gohir.A03G122800	Gohir.A09G213532							Gohir.A09G231100			Gohir.A05G274800	Gohir.A05G213900		Gohir.A02G090900	Gohir.A11G080400	Gohir.A11G163300				Gohir.A12G178300	Gohir.A13G191800		Gohir.A06G065800								Gohir.A09G231100	
Gohir.A03G097101	Gohir.A03G073600	Gohir.A03G106900	Gohir.A03G078300	Gohir.A08G207900	Gohir.A03G150000	Gohir.A03G076600	Gohir.A03G029700	Gohir.A03G000053	Gohir.A08G207900	Gohir.A03G066700	Gohir.A03G168700	Gohir.A13G079900	Gohir.A01G078100		Gohir.A08G207900	Gohir.A05G280400	Gohir.A10G143100	Gohir.A11G268400	Gohir.A08G042400			Gohir.A12G182500	Gohir.A03G203800	Gohir.A09G076700							Gohir.A09G080700			Gohir.A05G358400	Gohir.A05G156000		Gohir.A02G105903	Gohir.A11G030000	Gohir.A11G199300					Gohir.A13G191900		Gohir.A06G203100								Gohir.A09G080700	
Gohir.A03G055600	Gohir.A03G022600	Gohir.A03G149700	Gohir.A03G050300	Gohir.A08G051700	Gohir.A03G049900	Gohir.A03G078300	Gohir.A03G217800	Gohir.A03G049400	Gohir.A08G051700	Gohir.A03G021200	Gohir.A03G150000	Gohir.A13G053526	Gohir.A12G152600		Gohir.A08G051700	Gohir.A05G412300	Gohir.A10G201500	Gohir.A11G012800	Gohir.A08G094600			Gohir.A12G211600	Gohir.A03G148000	Gohir.A09G155500							Gohir.A04G101600			Gohir.A05G298900	Gohir.A05G086700			Gohir.A11G143500	Gohir.A11G258800					Gohir.A13G191700		Gohir.A10G096800								Gohir.A01G141700	
Gohir.A03G044450	Gohir.A03G039400	Gohir.A03G193600	Gohir.A03G168700	Gohir.A08G208600	Gohir.A03G129300	Gohir.A03G050300	Gohir.A03G070600	Gohir.A03G161900	Gohir.A08G208600	Gohir.A03G159900	Gohir.A03G049900	Gohir.A13G053470	Gohir.A02G090900		Gohir.A08G208600	Gohir.A09G129100	Gohir.A10G160300	Gohir.A11G072200	Gohir.A08G129800			Gohir.A12G094100	Gohir.A03G042099	Gohir.A09G028200							Gohir.A01G141700			Gohir.A05G192200	Gohir.A09G036100			Gohir.A11G015000	Gohir.A11G135000					Gohir.A01G156900		Gohir.A10G195600								Gohir.A01G011600	
Gohir.A03G181200	Gohir.A03G186600	Gohir.A03G214500	Gohir.A03G150000	Gohir.A08G244700	Gohir.A03G192600	Gohir.A03G168700	Gohir.A03G116500	Gohir.A03G036000	Gohir.A08G244700	Gohir.A03G121000	Gohir.A03G129300	Gohir.A12G193350	Gohir.A02G088200		Gohir.A08G244700	Gohir.A09G069200	Gohir.A10G103500	Gohir.A11G097900	Gohir.A08G005600				Gohir.A07G184801	Gohir.A13G063900							Gohir.A01G011600			Gohir.A05G160800	Gohir.A04G058552			Gohir.A11G225400	Gohir.A11G146500					Gohir.A01G227800		Gohir.A10G043700								Gohir.A01G180900	
Gohir.A03G015000	Gohir.A03G116200	Gohir.A03G114100	Gohir.A03G049900	Gohir.A08G203600	Gohir.A03G053920	Gohir.A03G150000	Gohir.A03G058201	Gohir.A03G185200	Gohir.A08G203600	Gohir.A03G179200	Gohir.A03G170000	Gohir.A12G222000	Gohir.A02G105903		Gohir.A08G203600	Gohir.A09G233900	Gohir.A10G042520	Gohir.A11G054000	Gohir.A08G075800				Gohir.A07G098400	Gohir.A13G148100							Gohir.A01G180900			Gohir.A05G339100	Gohir.A13G159300			Gohir.A11G080500	Gohir.A11G226800							Gohir.A10G060500								Gohir.A01G046600	
