Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Gohir.D07G062100	Gohir.D07G199350	Gohir.D07G058600	Gohir.D07G145100	Gohir.D08G225500	Gohir.D07G008432	Gohir.D07G049500	Gohir.D07G010200	Gohir.D07G039550	Gohir.D08G225500	Gohir.D07G023800	Gohir.D07G153600	Gohir.D07G051600	Gohir.D03G158300		Gohir.D08G225500	Gohir.D06G005550	Gohir.D11G338800	Gohir.D07G176300	Gohir.D01G152700	Gohir.D09G009500	Gohir.D09G112900	Gohir.D11G059000	Gohir.D07G191800	Gohir.D11G165800				Gohir.D04G000085			Gohir.D11G247500		Gohir.D03G158700	Gohir.D08G116100	Gohir.D08G091100	Gohir.D05G163500	Gohir.D03G158300	Gohir.D07G177300	Gohir.D07G013766			Gohir.D04G061800	Gohir.D11G230800	Gohir.D06G141400		Gohir.D08G025100				Gohir.D10G061500	Gohir.D02G126500		Gohir.D05G279500	Gohir.D11G247500	
Gohir.D07G085000	Gohir.D07G056200	Gohir.D07G168900	Gohir.D07G240300	Gohir.D08G224600	Gohir.D07G240300	Gohir.D07G008465	Gohir.D07G183900	Gohir.D07G079100	Gohir.D08G224600	Gohir.D07G032851	Gohir.D07G171900	Gohir.D07G080700	Gohir.D03G139300		Gohir.D08G224600	Gohir.D06G190700	Gohir.D11G129800	Gohir.D07G101900	Gohir.D01G094000	Gohir.D03G071300	Gohir.D09G112701	Gohir.D11G323000	Gohir.D07G206300	Gohir.D11G167000				Gohir.D10G254100			Gohir.D11G148000		Gohir.D13G070700	Gohir.D08G240100	Gohir.D08G012800	Gohir.D12G239300	Gohir.D13G198400	Gohir.D01G014900	Gohir.D07G094300			Gohir.D04G065600	Gohir.D11G141200	Gohir.D06G125800		Gohir.D08G078500					Gohir.D02G065833		Gohir.D05G218800	Gohir.D11G148000	
Gohir.D07G167300	Gohir.D07G202600	Gohir.D07G237100	Gohir.D07G049600	Gohir.D08G220900	Gohir.D07G049600	Gohir.D07G145100	Gohir.D07G214600	Gohir.D07G009800	Gohir.D08G220900	Gohir.D07G037600	Gohir.D07G123200	Gohir.D08G167700	Gohir.D13G198400		Gohir.D08G220900	Gohir.D09G234700	Gohir.D11G129750	Gohir.D07G133100	Gohir.D08G151200	Gohir.D13G211500	Gohir.D09G119800	Gohir.D11G228400	Gohir.D07G121966	Gohir.D11G241200							Gohir.D11G247600		Gohir.D13G070400	Gohir.D08G091100	Gohir.D11G344800	Gohir.D02G081600	Gohir.D13G067900	Gohir.D01G051900	Gohir.D07G180900			Gohir.D05G040600	Gohir.D11G152600	Gohir.D06G169100		Gohir.D08G144400					Gohir.D10G072200		Gohir.D05G186100	Gohir.D11G247600	
Gohir.D07G026400	Gohir.D07G049500	Gohir.D07G133200	Gohir.D07G153600	Gohir.D11G171900	Gohir.D07G153600	Gohir.D07G008432	Gohir.D07G073200	Gohir.D07G080800	Gohir.D11G171900	Gohir.D07G112700	Gohir.D07G039550	Gohir.D11G113600	Gohir.D04G017700		Gohir.D11G171900	Gohir.D09G125100	Gohir.D06G157201	Gohir.D01G127900	Gohir.D08G105800	Gohir.D13G008000	Gohir.D09G118800	Gohir.D11G308400	Gohir.D07G143500	Gohir.D11G331550							Gohir.D06G156700		Gohir.D13G079700	Gohir.D08G012800	Gohir.D11G220900	Gohir.D02G115700	Gohir.D04G017700	Gohir.D01G200000	Gohir.D07G168100			Gohir.D05G120300	Gohir.D06G146300	Gohir.D09G110500		Gohir.D08G138000							Gohir.D12G176000	Gohir.D06G156700	
Gohir.D07G068000	Gohir.D07G008465	Gohir.D07G068100	Gohir.D07G171900	Gohir.D11G187100	Gohir.D07G039550	Gohir.D07G049600	Gohir.D07G165639	Gohir.D07G152500	Gohir.D11G187100	Gohir.D07G171700	Gohir.D07G079100	Gohir.D11G309400	Gohir.D04G177700		Gohir.D11G187100	Gohir.D09G069100	Gohir.D06G034400	Gohir.D01G178000	Gohir.D08G190100	Gohir.D13G200500	Gohir.D03G032400	Gohir.D11G057500	Gohir.D07G113000	Gohir.D11G237000							Gohir.D06G177200		Gohir.D04G160300	Gohir.D11G344800	Gohir.D11G017600	Gohir.D02G061500	Gohir.D04G177700	Gohir.D01G018700	Gohir.D01G153400			Gohir.D05G306500	Gohir.D13G132000	Gohir.D13G197100		Gohir.D11G226360							Gohir.D02G064500	Gohir.D06G177200	
Gohir.D07G096800	Gohir.D07G145100	Gohir.D07G165100	Gohir.D07G123200	Gohir.D11G221600	Gohir.D07G079100	Gohir.D07G153600	Gohir.D07G124600	Gohir.D07G181200	Gohir.D11G221600	Gohir.D07G228100	Gohir.D07G009800	Gohir.D09G249300	Gohir.D05G202800		Gohir.D11G221600	Gohir.D03G127100	Gohir.D06G131700	Gohir.D01G001100	Gohir.D08G085200	Gohir.D13G008800	Gohir.D13G028700	Gohir.D11G156275	Gohir.D07G140800	Gohir.D11G259666							Gohir.D06G091000		Gohir.D04G158400	Gohir.D11G287000	Gohir.D06G136500	Gohir.D10G070100	Gohir.D05G276700	Gohir.D01G092000	Gohir.D01G107900			Gohir.D02G141700	Gohir.D13G023200	Gohir.D13G197300		Gohir.D11G187400							Gohir.D10G091300	Gohir.D06G091000	
Gohir.D07G190500	Gohir.D07G187100	Gohir.D07G023800	Gohir.D07G039550	Gohir.D11G338800	Gohir.D07G009800	Gohir.D07G171900	Gohir.D07G149400	Gohir.D07G227600	Gohir.D11G338800	Gohir.D07G208800	Gohir.D07G080800	Gohir.D09G045200	Gohir.D05G276700		Gohir.D11G338800	Gohir.D13G219500	Gohir.D06G054400	Gohir.D01G103100	Gohir.D08G052200	Gohir.D04G044200	Gohir.D13G180400	Gohir.D06G069600	Gohir.D07G239800	Gohir.D09G076600							Gohir.D06G090920		Gohir.D12G215700	Gohir.D11G220900	Gohir.D09G037100		Gohir.D05G112900	Gohir.D01G076600	Gohir.D01G217600			Gohir.D10G069000	Gohir.D05G131200	Gohir.D13G197200		Gohir.D11G317500								Gohir.D06G090920	
Gohir.D07G034200	Gohir.D07G008432	Gohir.D07G032851	Gohir.D07G079100	Gohir.D11G129800	Gohir.D07G080800	Gohir.D07G123200	Gohir.D07G096200	Gohir.D07G093800	Gohir.D11G129800	Gohir.D07G215500	Gohir.D07G152500	Gohir.D03G109800	Gohir.D05G112900		Gohir.D11G129800	Gohir.D13G096700	Gohir.D09G200000	Gohir.D01G195800	Gohir.D08G055800	Gohir.D04G011000	Gohir.D05G253600	Gohir.D09G169900	Gohir.D07G193000	Gohir.D09G151000							Gohir.D09G080700		Gohir.D12G127900	Gohir.D11G017600	Gohir.D03G167600		Gohir.D05G385400	Gohir.D01G161800	Gohir.D01G147300			Gohir.D10G109201	Gohir.D05G088400	Gohir.D04G034900		Gohir.D11G234800								Gohir.D09G080700	
Gohir.D07G116600	Gohir.D07G240300	Gohir.D07G037600	Gohir.D07G009800	Gohir.D11G340500	Gohir.D07G237100	Gohir.D07G039550	Gohir.D07G045000	Gohir.D07G072600	Gohir.D11G340500	Gohir.D07G146100	Gohir.D07G181200	Gohir.D03G158700	Gohir.D05G239200		Gohir.D11G340500	Gohir.D13G152004	Gohir.D09G028700	Gohir.D01G038200	Gohir.D08G015900	Gohir.D12G039500	Gohir.D05G251900	Gohir.D09G241600	Gohir.D07G177300	Gohir.D09G211130							Gohir.D09G190800		Gohir.D12G224500	Gohir.D06G010100	Gohir.D03G140701		Gohir.D05G113000	Gohir.D01G095532	Gohir.D01G028200			Gohir.D10G147600	Gohir.D05G082100	Gohir.D05G330700		Gohir.D11G170500								Gohir.D09G190800	
Gohir.D07G213901	Gohir.D07G049600	Gohir.D07G054600	Gohir.D07G080800	Gohir.D11G237300	Gohir.D07G152500	Gohir.D07G079100	Gohir.D07G178400	Gohir.D07G098500	Gohir.D11G237300	Gohir.D07G143600	Gohir.D07G227600	Gohir.D13G070700	Gohir.D05G385400		Gohir.D11G237300	Gohir.D13G228900	Gohir.D09G234000	Gohir.D01G152700	Gohir.D11G140000	Gohir.D10G084742	Gohir.D05G086000	Gohir.D03G096600	Gohir.D01G172200	Gohir.D09G027600							Gohir.D09G232200		Gohir.D02G202819	Gohir.D06G210100	Gohir.D13G088300		Gohir.D12G156000	Gohir.D01G006000	Gohir.D01G020500				Gohir.D05G145900	Gohir.D05G170500		Gohir.D11G167000								Gohir.D09G232200	
Gohir.D07G057300	Gohir.D07G153600	Gohir.D07G010200	Gohir.D07G152500	Gohir.D11G129750	Gohir.D07G181200	Gohir.D07G009800	Gohir.D07G024300	Gohir.D07G076400	Gohir.D11G129750	Gohir.D07G134900	Gohir.D07G059800	Gohir.D13G070400	Gohir.D05G113000		Gohir.D11G129750	Gohir.D13G211600	Gohir.D03G049000	Gohir.D01G117900	Gohir.D11G330900		Gohir.D05G125600	Gohir.D03G128000	Gohir.D01G208466	Gohir.D03G069704							Gohir.D04G140800		Gohir.D02G131000	Gohir.D06G010340	Gohir.D13G000700		Gohir.D02G109600	Gohir.D01G177300	Gohir.D01G173000				Gohir.D12G152700	Gohir.D05G250600		Gohir.D11G241200								Gohir.D05G027900	
Gohir.D07G000348	Gohir.D07G171900	Gohir.D07G183900	Gohir.D07G181200	Gohir.D06G157201	Gohir.D07G227600	Gohir.D07G080800	Gohir.D07G027900	Gohir.D07G007400	Gohir.D06G157201	Gohir.D07G090800	Gohir.D07G072600	Gohir.D13G079700	Gohir.D12G156000		Gohir.D06G157201	Gohir.D13G151300	Gohir.D03G175300	Gohir.D01G094000	Gohir.D11G323800		Gohir.D02G220100	Gohir.D13G212900	Gohir.D01G092700	Gohir.D03G169466							Gohir.D05G027900			Gohir.D06G136500	Gohir.D13G164200		Gohir.D02G144400	Gohir.D01G094900	Gohir.D08G056700				Gohir.D12G180700	Gohir.D05G152800		Gohir.D11G237000								Gohir.D05G226500	
Gohir.D07G157250	Gohir.D07G123200	Gohir.D07G214600	Gohir.D07G227600	Gohir.D06G034400	Gohir.D07G093800	Gohir.D07G049900	Gohir.D07G137500	Gohir.D07G157000	Gohir.D06G034400	Gohir.D07G051600	Gohir.D07G098500	Gohir.D04G160300	Gohir.D02G103500		Gohir.D06G034400	Gohir.D13G162900	Gohir.D03G125200	Gohir.D01G120330	Gohir.D11G330800		Gohir.D10G074601	Gohir.D13G212800	Gohir.D01G200000	Gohir.D03G011700							Gohir.D05G226500			Gohir.D09G037100	Gohir.D13G155000		Gohir.D10G133000	Gohir.D01G024800	Gohir.D08G206800				Gohir.D02G238400	Gohir.D05G034200		Gohir.D11G259666								Gohir.D12G050400	
Gohir.D07G109500	Gohir.D07G039550	Gohir.D07G073200	Gohir.D07G059800	Gohir.D06G042300	Gohir.D07G072600	Gohir.D07G058600	Gohir.D07G173400	Gohir.D07G120200	Gohir.D06G042300	Gohir.D07G173400	Gohir.D07G076400	Gohir.D04G158400	Gohir.D02G109600		Gohir.D06G042300	Gohir.D04G003700	Gohir.D13G176300	Gohir.D01G131700	Gohir.D11G013100			Gohir.D04G138700	Gohir.D01G198900	Gohir.D13G058000							Gohir.D12G050400			Gohir.D09G036100	Gohir.D04G055700		Gohir.D10G066200	Gohir.D08G007000	Gohir.D08G074900					Gohir.D02G196000		Gohir.D06G089600								Gohir.D12G257100	
Gohir.D07G168600	Gohir.D07G079100	Gohir.D07G165639	Gohir.D07G093800	Gohir.D06G125900	Gohir.D07G098500	Gohir.D07G168900	Gohir.D07G065600	Gohir.D07G095000	Gohir.D06G125900	Gohir.D07G121900	Gohir.D07G134600	Gohir.D12G215700	Gohir.D02G144400		Gohir.D06G125900	Gohir.D05G029900	Gohir.D04G140400	Gohir.D01G187200	Gohir.D11G189700			Gohir.D04G138800	Gohir.D01G018700	Gohir.D13G152800							Gohir.D12G257100			Gohir.D03G167600	Gohir.D05G298600			Gohir.D08G158800	Gohir.D11G194600					Gohir.D10G082100		Gohir.D06G218600								Gohir.D12G138232	
Gohir.D07G140400	Gohir.D07G009800	Gohir.D07G124600	Gohir.D07G072600	Gohir.D06G005550	Gohir.D07G076400	Gohir.D07G152500	Gohir.D07G176300	Gohir.D07G040500	Gohir.D06G005550	Gohir.D07G181300	Gohir.D07G120200	Gohir.D12G127900	Gohir.D10G133000		Gohir.D06G005550	Gohir.D05G031900	Gohir.D04G148800	Gohir.D08G151200	Gohir.D11G102600			Gohir.D05G030200	Gohir.D01G092000	Gohir.D04G000055							Gohir.D12G138232			Gohir.D03G140701	Gohir.D05G158700			Gohir.D08G229600	Gohir.D11G230800					Gohir.D10G016800		Gohir.D06G064400								Gohir.D02G187500	
Gohir.D07G238300	Gohir.D07G080800	Gohir.D07G112700	Gohir.D07G098500	Gohir.D06G131700	Gohir.D07G007400	Gohir.D07G181200	Gohir.D07G102700	Gohir.D07G048400	Gohir.D06G131700	Gohir.D07G122900	Gohir.D07G095000	Gohir.D12G224500	Gohir.D10G066200		Gohir.D06G131700	Gohir.D05G226100	Gohir.D04G047600	Gohir.D08G140300	Gohir.D11G052200			Gohir.D05G045100	Gohir.D01G023900	Gohir.D04G000085							Gohir.D02G187500			Gohir.D13G088300	Gohir.D05G217300			Gohir.D08G039650	Gohir.D11G224900					Gohir.D10G247500		Gohir.D06G117400								Gohir.D02G229700	
